"Anatomical Structures, Cell Types and Biomarkers Table for Thymus v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Maigan Brusko; Rebecca T. Beuschel; Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4331-2202; 0000-0002-3882-457X; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Sarah A. Teichmann; Jakub Abramson; Tom Taghon; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6294-6366; 0000-0002-1745-8996; 0000-0002-5781-0288; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1126/science.aay3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM284.RFDC.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,05/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,All Protein Biomarkers,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,natural killer cell,natural killer cell,CL:0000623,,"CMC1, GNLY, HOPX, KLRB1, KLRC1, KLRD1, KLRF1, NKG7, TYROBP, XCL2",CMC1,CMC1,HGNC:28783,GNLY,GNLY,HGNC:4414,HOPX,HOPX,HGNC:24961,KLRB1,KLRB1,HGNC:6373,KLRC1,KLRC1,HGNC:6374,KLRD1,KLRD1,HGNC:6378,KLRF1,KLRF1,HGNC:13342,NKG7,NKG7,HGNC:7830,TYROBP,TYROBP,HGNC:12449,XCL2,XCL2,HGNC:10646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Le PT, Adams KL, Zaya N, Mathews HL, Storkus WJ, Ellis TM. Human thymic epithelial cells inhibit IL-15- and IL-2-driven differentiation of NK cells from the early human thymic progenitors. J Immunol. 2001 Feb 15;166(4):2194-201.",DOI: 10.4049/jimmunol.166.4.2194,CT-B,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,eosinophil,eosinophil,CL:0000771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CD33+, Eosinophil Major Basic Protein+, IDO+",CD33+,CD33,HGNC:1659,Eosinophil Major Basic Protein+,PRG2,HGNC:9362,IDO+,IDO1,HGNC:6059,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Suster, Saul M.D.; Rosai, Juan M.D. Histology of the Normal Thymus, The American Journal of Surgical Pathology: March 1990 - Volume 14 - Issue 3 - p 284-303",DOI: 10.1097/00000478-199003000-00010,AS-CT,"Lee I, Yu E, Good RA, Ikehara S. Presence of eosinophilic precursors in the human thymus: evidence for intra-thymic differentiation of cells in eosinophilic lineage. Pathol Int. 1995 Sep;45(9):655-62. doi: 10.1111/j.1440-1827.1995.tb03518.x. PMID: 8548038.",DOI: 10.1111/j.1440-1827.1995.tb03518.x,"AS-CT, CT-B","Tulic MK, Sly PD, Andrews D, Crook M, Davoine F, Odemuyiwa SO, Charles A, Hodder ML, Prescott SL, Holt PG, Moqbel R. Thymic indoleamine 2,3-dioxygenase-positive eosinophils in young children: potential role in maturation of the naive immune system. Am J Pathol. 2009 Nov;175(5):2043-52.",DOI: 10.2353/ajpath.2009.090015,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,nerve,nerve,UBERON:0001021,parasympathetic cholinergic nerve,parasympathetic cholinergic nerve,UBERON:8410062,,,,Added new term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acetylcholinesterase (AChE)+,AChE+,ACHE,HGNC:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymic vein,thymic vein,UBERON:0001591,,,,blood endothelial cell,blood vessel endothelial cell,CL:0000071,,"A2M, AQP1, BCAM, IFI27, NPDC1, PLVAP, RAMP2, RNASE1, SPARCL1, TM4SF1",A2M,A2M,HGNC:7,AQP1,AQP1,HGNC:633,BCAM,BCAM,HGNC:6722,IFI27,IFI27,HGNC:5397,NPDC1,NPDC1,HGNC:7899,PLVAP,PLVAP,HGNC:13635,RAMP2,RAMP2,HGNC:9844,RNASE1,RNASE1,HGNC:10044,SPARCL1,SPARCL1,HGNC:11220,TM4SF1,TM4SF1,HGNC:11853,CD31+,CD31+,PECAM,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,nerve,nerve,UBERON:0001021,,,,sympathetic noradrenergic nerve,sympathetic noradrenergic neuron,CL:3000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrosine hydroxylase (TH)+,TH+,TH,HGNC:11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,,,,medullary thymic epithelial cell type 1,medullary thymic epithelial cell type 1,CL:0009071,Added new term,"CCL19, CH25H, CLU, FN1, KRT5, KRT14, KRT15, KRT19, PTGDS, SAA1",CCL19,CCL19,HGNC:10617,CH25H,CH25H,HGNC:1907,CLU,CLU,HGNC:2095,FN1,FN1,HGNC:3778,KRT5,KRT5,HGNC:6442,KRT14,KRT14,HGNC:6416,KRT15,KRT15,HGNC:6421,KRT19,KRT19,HGNC:6436,PTGDS,PTGDS,HGNC:9592,SAA1,SAA1,HGNC:10513,"ASCL1+, CD45-, CDR2-, EpCAM(hi), KRT15+",ASCL1+,ASCL1,HGNC:738,CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,KRT15+,KRT15,HGNC:6421,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,,,,medullary thymic epithelial cell type 2,medullary thymic epithelial cell type 2,CL:0009072,Added new term,"CALML3, CCL19, CSTA, FGF17, HLA-DQA1, KRT17, NTHL1, SNCG, TYW3, VIM",CALML3,CALML3,HGNC:1452,CCL19,CCL19,HGNC:10617,CSTA,CSTA,HGNC:2481,FGF17,FGF17,HGNC:3673,HLA-DQA1,HLA-DQA1,HGNC:4942,KRT17,KRT17,HGNC:6427,NTHL1,NTHL1,HGNC:8028,SNCG,SNCG,HGNC:11141,TYW3,TYW3,HGNC:24757,VIM,VIM,HGNC:12692,"AIRE+, CD45-, CDR2-, EpCAM(hi), KRT5+",AIRE+,AIRE,HGNC:360,CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,KRT5+,KRT5,HGNC:6442,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,,,,medullary thymic epithelial cell type 3,medullary thymic epithelial cell type 3,CL:0009073,Added new term,"CALML5, DEFB1, KRT6A, KRT19, LY6D, PERP, S100A9, SFN, SLPI, SPINK5 (general mTEC(III))",CALML5,CALML5,HGNC:18180,DEFB1,DEFB1,HGNC:2766,KRT6A,KRT6A,HGNC:6443,KRT19,KRT19,HGNC:6436,LYD,LY6D,HGNC:13348,PERP,PERP,HGNC:17637,S100A9,S100A9,HGNC:10499,SFN,SFN,HGNC:10773,SLP1,SUCO,HGNC:1240,SPINK5,SPINK5,HGNC:15464,"CD45-, CDR2-, EpCAM(hi)",CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,Hassall's corpuscle,Hassall's corpuscle,UBERON:0003987,medullary thymic epithelial cell type 3,medullary thymic epithelial cell type 3,CL:0009073,Added new term,"CALML5, DEFB1, KRT6A, KRT19, LY6D, PERP, S100A9, SFN, SLPI, SPINK5 (general mTEC(III))",CALML5,CALML5,HGNC:18180,DEFB1,DEFB1,HGNC:2766,KRT6A,KRT6A,HGNC:6443,KRT19,KRT19,HGNC:6436,LYD,LY6D,HGNC:13348,PERP,PERP,HGNC:17637,S100A9,S100A9,HGNC:10499,SFN,SFN,HGNC:10773,SLP1,SUCO,HGNC:1240,SPINK5,SPINK5,HGNC:15464,"CD45-, CDR2-, EpCAM(hi), Involucrin+, KRT10+, SOX2+, TSLP+",CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,Involucrin+,IVL,HGNC:6187,KRT10+,KRT10,HGNC:6413,SOX2+,SOX2,HGNC:11195,TSLP+,TSLP,HGNC:30743,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Watanabe N, Wang YH, Lee HK, Ito T, Wang YH, Cao W, Liu YJ. Hassall's corpuscles instruct dendritic cells to induce CD4+CD25+ regulatory T cells in human thymus. Nature. 2005 Aug 25;436(7054):1181-5.",DOI: 10.1038/nature03886.,"AS-CT, CT-B","Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B","White AJ, Nakamura K, Jenkinson WE, Saini M, Sinclair C, Seddon B, Narendran P, Pfeffer K, Nitta T, Takahama Y, Caamano JH, Lane PJ, Jenkinson EJ, Anderson G. Lymphotoxin signals from positively selected thymocytes regulate the terminal differentiation of medullary thymic epithelial cells. J Immunol. 2010 Oct 15;185(8):4769-76.",DOI: 10.4049/jimmunol.1002151,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,,,,medullary thymic epithelial cell type 4; thymic tuft cells,medullary thymic epithelial cell type 4,CL:0009074,Added new term,"ANXA1, ANXA4, BMX, EPCAM, FOXI1, HEPACAM2, KRT8, KRT18, LRMP, RASSF6",ANXA1,ANXA1,HGNC:533,ANXA4,ANXA4,HGNC:542,BMX,BMX,HGNC:1079,EPCAM,EPCAM,HGNC:11529,FOXI1,FOXI1,HGNC:3815,HEPACAM2,HEPACAM2,HGNC:27364,KRT8,KRT8,HGNC:6446,KRT18,KRT18,HGNC:6430,LRMP,IRAG2,HGNC:6690,RASSF6,RASSF6,HGNC:20796,"DCLK1+, CD45-, CDR2-, EpCAM+",CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,DCKL1+,DCLK1,HGNC:2700,EpCAM+,EPCAM,HGNC:11529,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Miller CN, Proekt I, von Moltke J, Wells KL, Rajpurkar AR, Wang H, Rattay K, Khan IS, Metzger TC, Pollack JL, Fries AC, Lwin WW, Wigton EJ, Parent AV, Kyewski B, Erle DJ, Hogquist KA, Steinmetz LM, Locksley RM, Anderson MS. Thymic tuft cells promote an IL-4-enriched medulla and shape thymocyte development. Nature. 2018 Jul;559(7715):627-631.",DOI: 10.1038/s41586-018-0345-2,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,thymus epithelium,thymus epithelium,UBERON:0003846,,,,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,CL:0009075,Added new term,"ACTA1, KLHL41, MYLPF, MYOG, NEB, NNAT, TNNI2, TNNT3, TPM2, TTN",ACTA1,ACTA1,HGNC:129,KLHL41,KLHL41,HGNC:16905,MYLPF,MYLPF,HGNC:29824,MYOG,MYOG,HGNC:7612,NEB,NEB,HGNC:7720,NNAT,NNAT,HGNC:7860,TNNI2,TNNI2,HGNC:11946,TNNT3,TNNT3,HGNC:11950,TPM2,TPM2,HGNC:12011,TTN,TTN,HGNC:12403,"CD45-, CDR2-, Desmin+, EpCAM(hi),",CD45-,PTPRC,HGNC:9666,CDR2-,CDR2,HGNC:1799,EpCAM(hi),EPCAM,HGNC:11529,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B","Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,"AS-CT, CT-B","Stoeckle C, Rota IA, Tolosa E, Haller C, Melms A, Adamopoulou E. Isolation of myeloid dendritic cells and epithelial cells from human thymus. J Vis Exp. 2013 Sep 19;(79):e50951.",DOI: 10.3791/50951,CT-B
