"Anatomical Structures, Cell Types and Biomarkers Table for Single Lobe Lung v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Kristin Ardlie;  Ellen Quardokus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-1668-5174; 0000-0001-5785-1939;  0000-0003-3372-6521; 0000-0003-4837-0337; 0000-0002-2385-6712; 0000-0003-4272-6283; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1038/s41586-020-2922-4; DOI: 10.1152/physrev.00001.2018; DOI: 10.1038/s41586-018-0394-6; DOI:10.1172/jci.insight.90558; DOI: 10.1126/sciadv.aba1983; DOI: 10.7554/eLife.62522; DOI: 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM396.QVLQ.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/Notes,AS/2,AS/2/LABEL,AS/2/ID,AS/2/Notes,AS/3,AS/3/LABEL,AS/3/ID,AS/3/Notes,AS/4,AS/4/LABEL,AS/4/ID,AS/4/Notes,AS/5,AS/5/LABEL,AS/5/ID,AS/5/Notes,AS/6,AS/6/LABEL,AS/6/ID,AS/6/Notes,AS/7,AS/7/LABEL,AS/7/ID,AS/7/Notes,AS/8,AS/8/LABEL,AS/8/ID,AS/8/Notes,AS/9,AS/9/LABEL,AS/9/ID,AS/9/Notes,AS/10,AS/10/LABEL,AS/10/ID,AS/10/Notes,AS/11,AS/11/LABEL,AS/11/ID,AS/11/Notes,AS/12,AS/12/LABEL,AS/12/ID,AS/12/Notes,AS/13,AS/13/LABEL,AS/13/ID,AS/13/Notes,AS/14,AS/14/LABEL,AS/14/ID,AS/14/Notes,AS/15,AS/15/LABEL,AS/15/ID,AS/15/Notes,AS/16,AS/16/LABEL,AS/16/ID,AS/16/Notes,AS/17,AS/17/LABEL,AS/17/ID,AS/17/Notes,AS/18,AS/18/LABEL,AS/18/ID,AS/18/Notes,AS/19,AS/19/LABEL,AS/19/ID,AS/19/Notes,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/2/NOTES,Ref/1,Ref/1/DOI,Ref/1/NOTES,AS-CT Notes,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/1/Notes,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/2,REF/2/DOI
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland mucous cells,mucus cell of submucosal glands,LMHA:00238,,,,,,29656943,doi: 10.1016/j.stem.2018.03.018,"Tata A, Kobayashi Y, Chow RD, Tran J, Desai A, Massri AJ, McCord TJ, Gunn MD, Tata PR. Myoepithelial Cells of Submucosal Glands Can Function as Reserve Stem Cells to Regenerate Airways after Injury. Cell Stem Cell. 2018;22(5):668-83 e6. Epub 2018/04/17. doi: 10.1016/j.stem.2018.03.018. PubMed PMID: 29656943; PMCID: PMC5935539.",,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,,,,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland serous cells,serous cell of submucosal glands,CL:0000313,,,,,,29656943,doi: 10.1016/j.stem.2018.03.018,"Tata A, Kobayashi Y, Chow RD, Tran J, Desai A, Massri AJ, McCord TJ, Gunn MD, Tata PR. Myoepithelial Cells of Submucosal Glands Can Function as Reserve Stem Cells to Regenerate Airways after Injury. Cell Stem Cell. 2018;22(5):668-83 e6. Epub 2018/04/17. doi: 10.1016/j.stem.2018.03.018. PubMed PMID: 29656943; PMCID: PMC5935539.",,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,LPO,lactoperoxidase,HGNC:6678,LTF,lactotransferrin,HGNC:6720,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,bronchial submucosal gland,bronchial submucosal gland,UBERON:8410043,,,,,,,,,,,,,,,,,,,,,,,,,,submucosal gland myoepithelium,myoepithelial cell,CL:0000185,,,,,,32427931,doi: 10.1038/s41467-020-16239-z,"Goldfarbmuren KC, Jackson ND, Sajuthi SP, Dyjack N, Li KS, Rios CL, Plender EG, Montgomery MT, Everman JL, Bratcher PE, Vladar EK, Seibold MA. Dissecting the cellular specificity of smoking effects and reconstructing lineages in the human airway epithelium. Nat Commun. 2020;11(1):2485.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,KRT14,keratin 14,HGNC:6416,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TP63,tumor protein p63,HGNC:15979,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,epithelium of bronchiole,epithelium of bronchiole,UBERON:0002051,,,,,,,,,,,,,,,,,,,,,,,,,,lung ciliated cell,lung ciliated cell,CL:1000271,,,,,,NA ,doi: 10.1038/s41591-021-01332-7,"Carraro G, Langerman J, Sabri S, Lorenzana Z, Purkayastha A, Zhang G, Konda B, Aros CJ, Calvert BA, Szymaniak A, Wilson E, Mulligan M, Bhatt P, Lu J, Vijayaraj P, Yao C, Shia DW, Lund AJ, Israely E, Rickabaugh TM, Ernst J, Mense M, Randell SH, Vladar EK, Ryan AL, Plath K, Mahoney JE, Stripp BR, Gomperts BN. Transcriptional analysis of cystic fibrosis airways at single-cell resolution reveals altered epithelial cell states and composition. Nature Medicine. 2021;27(5):806-14. doi: 10.1038/s41591-021-01332-7.",,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,FOXJ1,forkhead box J1,HGNC:3816,CDHR3,cadherin related family member 3,HGNC:26308,CDHR4,cadherin related family member 4,HGNC:34527,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,epithelium of bronchiole,epithelium of bronchiole,UBERON:0002051,,,,,,,,,,,,,,,,,,,,,,,,,,club cell,club cell of bronchiole,CL:0000158,,,,,,34497273,doi: 10.1038/s41525-021-00237-1,"Rostami MR, LeBlanc MG, Strulovici-Barel Y, Zuo W, Mezey JG, O'Beirne SL, Kaner RJ, Leopold PL, Crystal RG. Smoking shifts human small airway epithelium club cells toward a lesser differentiated population. NPJ Genom Med. 2021;6(1):73.",,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F1,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,smooth muscle tissue of bronchiole,smooth muscle tissue of bronchiole,UBERON:0004515,,,,,,,,,,,,,,,,,,,,,,,,,,airway smooth muscle cells,airway smooth muscle cells,CL:0000192,,,,,,28814293,doi: 10.1186/s12931-017-0640-8,"Salter B, Pray C, Radford K, Martin JG, Nair P. Regulation of human airway smooth muscle cell migration and relevance to asthma. Respir Res. 2017;18(1):156.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,epithelium of bronchiole,epithelium of bronchiole,UBERON:0002051,,,,,,,,,,,,,,,,,,,,,,,,,,basal cell,basal epithelial cell of lobular bronchiole,CL:1000352,,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor,HGNC:7809,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,lung ciliated cell,lung ciliated cell,CL:1000271,,,,,,NA ,doi: 10.1038/s41591-021-01332-7,"Carraro G, Langerman J, Sabri S, Lorenzana Z, Purkayastha A, Zhang G, Konda B, Aros CJ, Calvert BA, Szymaniak A, Wilson E, Mulligan M, Bhatt P, Lu J, Vijayaraj P, Yao C, Shia DW, Lund AJ, Israely E, Rickabaugh TM, Ernst J, Mense M, Randell SH, Vladar EK, Ryan AL, Plath K, Mahoney JE, Stripp BR, Gomperts BN. Transcriptional analysis of cystic fibrosis airways at single-cell resolution reveals altered epithelial cell states and composition. Nature Medicine. 2021;27(5):806-14. doi: 10.1038/s41591-021-01332-7.",,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,FOXJ1,forkhead box J1,HGNC:3816,CDHR3,cadherin related family member 3,HGNC:26308,CDHR4,cadherin related family member 4,HGNC:34527,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,club cell,club cell of bronchiole,CL:0000158,,,,,,34497273,doi: 10.1038/s41525-021-00237-1,"Rostami MR, LeBlanc MG, Strulovici-Barel Y, Zuo W, Mezey JG, O'Beirne SL, Kaner RJ, Leopold PL, Crystal RG. Smoking shifts human small airway epithelium club cells toward a lesser differentiated population. NPJ Genom Med. 2021;6(1):73.",,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F1,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,smooth muscle tissue of terminal bronchiole,smooth muscle tissue of terminal bronchiole,UBERON_0004516,,,,,,,,,,,,,,,,,,airway smooth muscle cells,airway smooth muscle cells,CL:0000192,,,,,,28814293,doi: 10.1186/s12931-017-0640-8,"Salter B, Pray C, Radford K, Martin JG, Nair P. Regulation of human airway smooth muscle cell migration and relevance to asthma. Respir Res. 2017;18(1):156.",,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,basal cell,basal epithelial cell of terminal bronchiole,CL:1000350,,,,,,31922198,doi: 10.1042/BST20191010.,"Zaragosi LE, Deprez M, Barbry P. Using single-cell RNA sequencing to unravel cell lineage relationships in the respiratory tract. Biochem Soc Trans. 2020;48(1):327-36.",,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor,HGNC:7809,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Secondary Bronchus,lobar bronchus,UBERON:0002183,,Tertiary Bronchus,Segmental Bronchus,UBERON:0002184,,Bronchopulmonary Segment,Bronchopulmonary Segment,fma:7312,,"4th, 5th and 6th order segmental bronchi",,,,proximal bronchiole,primary bronchiole,UBERON:0012067,,lobular bronchiole,lobular bronchiole,fma:323213,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,"Heitzman ER, Markarian B, Berger I, Dailey E. The secondary pulmonary lobule: a practical concept for interpretation of chest radiographs. I. Roentgen anatomy of the normal secondary pulmonary lobule. Radiology. 1969;93(3):507-12. Epub 1969/09/01. doi: 10.1148/93.3.507. PubMed PMID: 5822729.; Reid L. The secondary lobule in the adult human lung, with special reference to its appearance in bronchograms. Thorax. 1958;13(2):110-5. Epub 1958/06/01. doi: 10.1136/thx.13.2.110. PubMed PMID: 13569412; PMCID: PMC1018422.",Terminal/ Transitional Bronchioles (3-5 compose a secondary Pulm lobule),terminal bronchiole,UBERON:0002187,,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,bronchioalveolar stem cell,bronchioalveolar stem cell,CL:1001566,,,,,,28814293,doi: 10.1186/s12931-017-0640-8,"Salter B, Pray C, Radford K, Martin JG, Nair P. Regulation of human airway smooth muscle cell migration and relevance to asthma. Respir Res. 2017;18(1):156.",,SFTPC,surfactant protein C,HGNC:10802,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,,,,,,,,,,,SFTPC,surfactant protein C,HGNC:10802,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,,,,,,,,,,,,,,,,,
